id,category,question,answer,top_similarity,precision_at_k,mrr,ndcg_at_k,chunk_coverage,faithfulness,answer_relevancy,rouge_l,completeness,is_zero_result,response_ms,confusion_label
GF011,tieu_hoa,"Bài thuốc Lý trung thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Lý trung thang không được đề cập trong các đoạn tài liệu cung cấp. Tuy nhiên, dựa trên kiến thức cơ bản về các bài thuốc đông y, chúng ta có thể biết rằng bài thuốc đông y được tạo thành bởi 3 thành phần: vị thuốc chủ, vị thuốc phù trợ và vị thuốc gia thêm theo bệnh.

Để trả lời câu hỏi, c",0.696,0.0,0.0,0.0,0.4,0.6962,0.1667,0.176,0.8017,0,21175,partial
GF012,tieu_hoa,"Bài thuốc Tứ thần hoàn thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Tứ thần hoàn thuộc nhóm bài thuốc Đông y có nhiều vị. Bài thuốc này được tạo thành bởi 4 vị thuốc chính: Bạch truật, Bạch thược, Phục linh, và Thục địa.

Công năng của bài thuốc Tứ thần hoàn là:

- Tăng cường sức khỏe tổng thể
- Trợ giúp điều trị các bệnh về tiêu hóa, như viêm dạ dày, viêm",0.6996,0.0,0.0,0.0,0.4,0.7043,0.2,0.1655,0.84,0,18537,partial
GF013,ho_hap,"Bài thuốc Nhị trần thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Nhị trần thang thuộc nhóm bài thuốc có nhiều vị. 

Bài thuốc Nhị trần thang có công năng và chủ trị như sau:

- Công năng: Bài thuốc Nhị trần thang có công năng thanh nhiệt, trừ phong, giải độc, tiêu viêm, giảm đau.
- Chủ trị: Bài thuốc Nhị trần thang chủ trị các bệnh như sốt cao, ho, đau ",0.6755,0.4,0.5,0.6241,0.4,0.717,0.1667,0.0579,1.0,0,19318,partial
GF014,ho_hap,"Bài thuốc Thanh nhiệt hóa đàm thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Thanh nhiệt hóa đàm thang không được đề cập trong các đoạn tài liệu đã cung cấp. Tuy nhiên, dựa trên tên bài thuốc và các đoạn tài liệu đã cung cấp, có thể đưa ra một số thông tin liên quan.

Trong y học cổ truyền, Thanh nhiệt hóa đàm thang thường được sử dụng để điều trị các chứng bệnh li",0.7348,0.0,0.0,0.0,0.4,0.4973,0.4,0.1873,0.9226,0,16634,correct
GF015,ho_hap,"Bài thuốc Chỉ thấu tán thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc ""Chỉ thấu tán"" không được đề cập trực tiếp trong tài liệu bạn cung cấp. Tuy nhiên, dựa trên thông tin về cách tạo thành bài thuốc và nguyên tắc ghép vị thuốc, chúng ta có thể hiểu rằng bài thuốc ""Chỉ thấu tán"" thuộc nhóm thuốc tán.

Thuốc tán là loại thuốc được pha chế bằng cách tán nhỏ cá",0.69,0.0,0.0,0.0,0.4,0.7521,0.1667,0.1453,0.8374,0,16621,partial
GF016,ho_hap,"Bài thuốc Hạnh tô tán thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Hạnh tô tán không được đề cập trực tiếp trong các đoạn tài liệu bạn cung cấp. Tuy nhiên, dựa trên thông tin về các bài thuốc và nguyên tắc tạo thành bài thuốc trong y học cổ truyền, chúng ta có thể suy luận về tính chất và công năng của bài thuốc này.

Bài thuốc Hạnh tô tán có thể thuộc nh",0.6566,0.0,0.0,0.0,0.4,0.8014,0.1667,0.2526,0.887,0,18534,partial
GF017,ho_hap,"Bài thuốc Bách hợp cố kim thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Bách hợp cố kim thang thuộc nhóm thuốc điều trị chứng phong, nhiệt, ho, tiêu hóa không tốt, và các chứng bệnh khác liên quan đến phong nhiệt.

Bài thuốc Bách hợp cố kim thang được tạo thành bởi các dược liệu sau:

- Bách hợp: 30g
- Cố kim: 30g
- Bạch phục linh: 30g
- Bạch thược: 30g
- Bạch",0.6538,0.0,0.0,0.0,0.4,0.4504,0.1667,0.051,1.0,0,20312,partial
GF018,ho_hap,"Bài thuốc Lục quân tử thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Lục quân tử thang không được đề cập trực tiếp trong các đoạn tài liệu bạn cung cấp. Tuy nhiên, dựa trên tên bài thuốc và các thông tin liên quan, chúng ta có thể suy đoán về công năng và chủ trị của bài thuốc này.

Lục quân tử (Cassia obtusifolia) là một loại thảo dược được sử dụng trong y",0.7069,0.0,0.0,0.0,0.4,0.6939,0.1667,0.1234,0.887,0,26016,partial
GF019,ho_hap,"Bài thuốc Thiên ma cầu đằng thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Thiên ma cầu đằng thang không được đề cập trong các tài liệu đã cung cấp. Tuy nhiên, dựa trên tên gọi và cấu trúc của bài thuốc, có thể suy đoán rằng nó thuộc nhóm bài thuốc Phò chính giải biểu.

Bài thuốc Phò chính giải biểu có tác dụng vừa nâng cao chính khí, vừa giải biểu ""đuổi tà khí"".",0.6555,0.0,0.0,0.0,0.4,0.6978,0.1667,0.3448,0.8609,0,16471,partial
GF020,tuan_hoan_than_kinh,"Bài thuốc An thần hoàn thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc An thần hoàn thuộc nhóm thuốc an thần, giúp giảm căng thẳng, lo lắng và cải thiện chất lượng giấc ngủ. Trong y học cổ truyền, An thần hoàn được sử dụng để điều trị các chứng bệnh như:

- Lo lắng, căng thẳng
- Suy nhược, mệt mỏi
- Giảm khả năng tập trung
- Tăng huyết áp
- Trầm cảm

An thần ",0.6638,0.0,0.0,0.0,0.4,0.5118,0.1667,0.1111,0.8652,0,18132,partial
GF021,tuan_hoan_than_kinh,"Bài thuốc Thiên vương bổ tâm đan thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Tôi không tìm thấy thông tin về bài thuốc ""Thiên vương bổ tâm đan"" trong tài liệu đã được cung cấp. Tuy nhiên, tôi có thể cung cấp thông tin chung về cách tạo thành và cấu trúc của một bài thuốc Đông y.

Một bài thuốc Đông y thường được tạo thành bởi 3 thành phần chính:

1. Vị thuốc chủ (chủ dược): ",0.6773,0.0,0.0,0.0,0.4,0.6174,0.1667,0.2547,0.0,0,16774,partial
GF022,tieu_hoa,"Bài thuốc Quy tỳ thang thuộc nhóm nào, có công năng và chủ trị như thế nào trong y học cổ truyền?","Bài thuốc Quy tỳ thang thuộc nhóm thuốc bổ tỳ vị, có công năng và chủ trị như sau:

- Công năng: Bài thuốc Quy tỳ thang có công năng bổ tỳ vị, thanh nhiệt, tiêu viêm, giải độc.
- Chủ trị: Bài thuốc Quy tỳ thang chủ trị các chứng bệnh như:
 + Bệnh tỳ vị hư hàn, không tiêu hóa được thức ăn.
 + Bệnh tỳ",0.6803,0.0,0.0,0.0,0.4,0.634,0.1667,0.1506,0.907,0,16886,partial
